word,start,end,score,speaker
"God,",828.231,828.551,0.929,SPEAKER_01
like,828.631,828.792,0.59,SPEAKER_01
how,828.832,829.032,0.834,SPEAKER_01
does,829.052,829.152,0.659,SPEAKER_01
she,829.192,829.332,0.87,SPEAKER_01
see,829.373,829.553,0.935,SPEAKER_01
me,829.593,829.673,0.962,SPEAKER_01
as,829.753,829.833,0.728,SPEAKER_01
like,829.873,829.993,0.893,SPEAKER_01
an,830.054,830.094,0.996,SPEAKER_01
old,830.154,830.254,0.947,SPEAKER_01
woman?,830.334,830.614,0.956,SPEAKER_01
She's,830.654,831.576,0.548,SPEAKER_01
gotta,831.596,831.776,0.313,SPEAKER_01
help,831.816,831.936,0.848,SPEAKER_01
me,831.976,832.037,0.772,SPEAKER_01
cross,832.097,832.317,0.915,SPEAKER_01
the,832.377,832.457,0.941,SPEAKER_01
street,832.497,832.778,0.856,SPEAKER_01
or,832.818,832.878,0.771,SPEAKER_01
she's,832.938,833.098,0.879,SPEAKER_01
gotta,833.118,833.298,0.427,SPEAKER_01
help,833.359,833.479,0.995,SPEAKER_01
me,833.499,833.579,0.552,SPEAKER_01
with,833.599,833.679,0.302,SPEAKER_01
my,833.719,833.899,0.878,SPEAKER_01
bags,833.98,834.4,0.847,SPEAKER_01
or,834.48,834.54,0.92,SPEAKER_01
she's,834.6,834.761,0.783,SPEAKER_01
gotta,834.801,835.001,0.502,SPEAKER_01
help,835.041,835.201,0.741,SPEAKER_01
"me,",835.241,835.362,0.965,SPEAKER_01
you,835.983,836.083,0.83,SPEAKER_01
"know,",836.123,836.283,0.947,SPEAKER_01
sometimes,836.563,837.024,0.874,SPEAKER_01
I,837.164,837.244,0.99,SPEAKER_01
feel,838.146,838.326,0.776,SPEAKER_01
"like,",838.366,838.526,0.881,SPEAKER_01
wait.,838.647,839.047,0.718,SPEAKER_01
But,840.069,840.209,0.955,SPEAKER_01
"honestly,",840.289,840.89,0.89,SPEAKER_01
I,840.91,840.93,0.996,SPEAKER_01
actually,840.97,842.573,0.691,SPEAKER_01
really,842.613,843.113,0.676,SPEAKER_01
love,843.194,843.414,0.912,SPEAKER_01
it.,843.454,843.534,0.826,SPEAKER_01
Because,844.155,844.375,0.9,SPEAKER_01
I,844.415,844.495,0.949,SPEAKER_01
just,844.536,844.676,0.994,SPEAKER_01
feel,844.696,844.876,0.942,SPEAKER_01
taken,844.936,845.177,0.863,SPEAKER_01
care,845.237,845.517,0.563,SPEAKER_01
of.,845.677,845.757,0.823,SPEAKER_01
I,846.058,846.118,0.678,SPEAKER_01
feel,846.178,846.318,0.889,SPEAKER_01
like,846.338,846.479,0.816,SPEAKER_01
you,846.499,846.619,0.953,SPEAKER_01
"just,",846.659,847.48,0.916,SPEAKER_01
would,847.73,847.99,0.872,SPEAKER_01
do,848.05,848.171,0.998,SPEAKER_01
anything,848.411,848.772,0.831,SPEAKER_01
for,848.852,848.952,0.979,SPEAKER_01
me.,848.992,849.092,0.994,SPEAKER_01
That's,849.112,849.292,0.881,SPEAKER_01
what,849.312,849.433,0.91,SPEAKER_01
your,849.453,849.593,0.794,SPEAKER_01
love,849.653,849.833,0.744,SPEAKER_01
feels,849.893,850.174,0.782,SPEAKER_01
like.,850.234,850.474,0.821,SPEAKER_01
Like,850.574,850.735,0.746,SPEAKER_01
you,850.815,850.995,0.717,SPEAKER_01
would,851.115,851.295,0.81,SPEAKER_01
be,851.356,851.456,0.693,SPEAKER_01
there,851.516,851.696,0.759,SPEAKER_01
for,851.756,851.876,0.786,SPEAKER_01
me,851.916,851.996,0.992,SPEAKER_01
no,852.057,852.157,0.828,SPEAKER_01
matter,852.177,852.437,0.988,SPEAKER_01
what.,852.517,852.818,0.969,SPEAKER_01
And,852.858,854.22,0.902,SPEAKER_01
it's,854.26,855.522,0.959,SPEAKER_01
something,855.562,856.083,0.892,SPEAKER_01
I'm,856.103,856.163,0.332,SPEAKER_01
so,857.345,857.505,0.973,SPEAKER_01
grateful,857.565,857.926,0.836,SPEAKER_01
for,858.006,858.146,0.724,SPEAKER_01
that,858.206,858.326,0.944,SPEAKER_01
I,858.366,858.386,0.998,SPEAKER_01
feel,858.446,858.607,0.948,SPEAKER_01
sorry,858.667,858.887,0.933,SPEAKER_01
for,858.947,859.047,0.738,SPEAKER_01
my,859.107,859.207,0.996,SPEAKER_01
friends,859.268,859.488,0.73,SPEAKER_01
that,859.528,859.628,0.675,SPEAKER_01
don't,859.668,859.848,0.871,SPEAKER_01
have,859.889,860.049,0.965,SPEAKER_01
that,860.089,860.309,0.965,SPEAKER_01
with,860.77,860.89,0.908,SPEAKER_01
their,860.93,861.07,0.813,SPEAKER_01
daughters,861.09,861.491,0.771,SPEAKER_01
or,861.711,861.791,0.784,SPEAKER_01
sons.,861.851,862.172,0.867,SPEAKER_01
Yeah.,862.793,863.274,0.665,SPEAKER_01
Because,863.294,863.494,0.79,SPEAKER_01
it's,863.534,863.694,0.452,SPEAKER_01
just,863.734,863.955,0.91,SPEAKER_01
an,864.015,864.095,0.752,SPEAKER_01
awesome,864.195,864.516,0.949,SPEAKER_01
feeling,864.556,864.916,0.846,SPEAKER_01
to,865.377,865.497,0.973,SPEAKER_01
feel,865.557,865.737,0.942,SPEAKER_01
that,865.818,866.078,0.968,SPEAKER_01
from,866.118,866.338,0.711,SPEAKER_01
your,866.398,866.559,0.762,SPEAKER_01
adult,866.579,866.839,0.716,SPEAKER_01
child.,866.899,867.46,0.796,SPEAKER_01
that,868.368,870.01,0.928,SPEAKER_01
no,870.05,870.19,0.678,SPEAKER_01
matter,870.21,870.41,0.759,SPEAKER_01
what,870.47,870.57,0.932,SPEAKER_01
happens,870.63,870.971,0.822,SPEAKER_01
to,871.051,871.131,0.818,SPEAKER_01
"me,",871.191,871.291,0.932,SPEAKER_01
I'll,871.311,871.451,0.945,SPEAKER_01
never,871.471,871.631,0.818,SPEAKER_01
be,871.671,871.812,0.66,SPEAKER_01
alone.,871.852,872.172,0.898,SPEAKER_01
So,872.652,872.773,0.827,SPEAKER_01
many,872.813,872.973,0.86,SPEAKER_01
"people,",873.033,873.313,0.878,SPEAKER_01
when,873.373,873.473,0.994,SPEAKER_01
they,873.493,873.593,0.783,SPEAKER_01
get,873.633,873.734,0.843,SPEAKER_01
"older,",873.754,874.054,0.698,SPEAKER_01
are,874.114,874.194,0.536,SPEAKER_01
alone.,874.234,874.855,0.535,SPEAKER_01
I'll,874.915,875.055,0.722,SPEAKER_01
never,875.736,875.976,0.627,SPEAKER_01
be,875.996,876.096,0.844,SPEAKER_01
"alone,",876.136,876.416,0.914,SPEAKER_01
ever.,876.556,876.757,0.976,SPEAKER_01
You're,876.957,877.117,0.639,SPEAKER_01
moving,877.157,877.317,0.32,SPEAKER_01
in,877.337,877.397,0.624,SPEAKER_01
with,877.437,877.537,0.818,SPEAKER_01
"me,",877.617,877.758,0.703,SPEAKER_01
girlfriend.,877.778,878.438,0.572,SPEAKER_01
I,878.458,878.478,0.143,SPEAKER_01
know.,878.498,878.959,0.867,SPEAKER_01
I,878.979,879.039,0.887,SPEAKER_01
know.,879.099,879.399,0.925,SPEAKER_01
Literally.,880.16,880.641,0.912,SPEAKER_01
Can,881.201,881.321,0.939,SPEAKER_01
I,881.361,881.401,0.772,SPEAKER_01
have,881.441,881.522,0.765,SPEAKER_01
that,881.542,881.662,0.423,SPEAKER_01
in,881.682,881.722,0.696,SPEAKER_01
writing?,881.742,882.402,0.72,SPEAKER_01
Yes.,882.422,883.784,0.412,SPEAKER_01
I'll,883.804,883.884,0.002,SPEAKER_01
give,883.904,883.984,0.001,SPEAKER_01
it,884.004,884.044,0.008,SPEAKER_01
to,884.064,884.104,0.324,SPEAKER_01
you,884.124,884.184,0.001,SPEAKER_01
in,884.204,884.244,0.228,SPEAKER_01
writing.,884.284,884.445,0.093,SPEAKER_01
"No,",884.465,884.525,0.054,SPEAKER_01
but,884.545,884.605,0.281,SPEAKER_01
it,884.705,884.765,0.906,SPEAKER_01
is.,884.905,884.985,0.862,SPEAKER_01
It's,885.105,885.265,0.711,SPEAKER_01
the,885.305,885.405,0.7,SPEAKER_01
best,885.446,885.666,0.934,SPEAKER_01
"feeling,",885.726,886.086,0.799,SPEAKER_01
Dan.,886.106,886.427,0.752,SPEAKER_01
Yeah.,886.687,886.867,0.589,SPEAKER_01
It,887.127,887.167,0.005,SPEAKER_02
really,887.187,887.448,0.587,SPEAKER_02
is.,887.568,887.748,0.919,SPEAKER_02
And,887.888,887.988,0.803,SPEAKER_02
just,888.028,888.168,0.988,SPEAKER_02
because,888.208,888.429,0.829,SPEAKER_02
I,888.469,888.509,0.579,SPEAKER_02
really,888.549,888.769,0.649,SPEAKER_02
want,888.829,888.949,0.874,SPEAKER_02
you,888.989,889.069,0.883,SPEAKER_02
to,889.109,889.149,1.0,SPEAKER_02
hear,889.189,889.309,0.732,SPEAKER_02
"this,",889.39,889.57,0.97,SPEAKER_02
the,889.59,889.99,0.839,SPEAKER_02
reason,890.05,890.371,0.792,SPEAKER_02
I,890.551,890.671,0.975,SPEAKER_02
take,891.191,891.352,0.743,SPEAKER_02
care,891.372,891.532,0.63,SPEAKER_02
of,891.592,891.632,1.0,SPEAKER_02
you,891.692,891.792,0.969,SPEAKER_02
the,891.852,891.932,0.788,SPEAKER_02
way,891.972,892.092,0.856,SPEAKER_02
I,892.172,892.232,0.998,SPEAKER_02
do,892.293,892.453,0.926,SPEAKER_02
has,892.493,892.713,0.796,SPEAKER_02
absolutely,892.753,893.394,0.579,SPEAKER_02
nothing,893.414,893.614,0.78,SPEAKER_02
to,893.654,893.714,0.251,SPEAKER_02
do,893.734,893.814,0.956,SPEAKER_02
with,893.854,893.954,0.966,SPEAKER_02
your,893.974,894.114,0.776,SPEAKER_02
age,894.215,894.435,0.592,SPEAKER_02
and,894.555,894.635,0.952,SPEAKER_02
your,894.675,894.835,0.86,SPEAKER_02
ability,894.915,895.316,0.944,SPEAKER_02
in,895.356,895.396,0.964,SPEAKER_02
any,895.516,895.656,0.711,SPEAKER_02
way.,895.696,896.637,0.949,SPEAKER_02
It,896.617,896.797,0.869,SPEAKER_02
has,896.857,897.018,0.783,SPEAKER_02
to,897.038,897.098,0.862,SPEAKER_02
do,897.158,897.238,1.0,SPEAKER_02
with,897.278,897.358,0.156,SPEAKER_02
I,897.418,897.479,0.997,SPEAKER_02
think,897.519,897.699,0.738,SPEAKER_02
kind,897.739,897.839,0.41,SPEAKER_02
of,897.859,897.899,0.23,SPEAKER_02
what,897.939,898.04,0.753,SPEAKER_02
I,898.06,898.08,0.999,SPEAKER_02
was,898.12,898.2,0.918,SPEAKER_02
talking,898.24,898.48,0.907,SPEAKER_02
about,898.521,898.661,0.816,SPEAKER_02
earlier,898.701,899.082,0.606,SPEAKER_02
where,899.122,899.502,0.686,SPEAKER_02
the,899.542,900.765,0.876,SPEAKER_02
older,900.825,901.005,0.812,SPEAKER_02
I,901.045,901.105,0.982,SPEAKER_02
get,901.145,901.246,0.685,SPEAKER_02
the,901.286,901.446,0.594,SPEAKER_02
more,901.486,901.686,0.702,SPEAKER_02
clearly,901.706,902.147,0.805,SPEAKER_02
I,902.207,902.267,0.862,SPEAKER_02
see,902.388,902.568,0.959,SPEAKER_02
you,902.628,902.768,0.872,SPEAKER_02
and,902.808,902.869,0.333,SPEAKER_02
I,903.77,903.83,0.957,SPEAKER_02
feel,903.971,904.291,0.87,SPEAKER_02
so,904.512,904.812,0.893,SPEAKER_02
grateful,905.233,905.834,0.766,SPEAKER_02
and,906.114,906.195,0.889,SPEAKER_02
almost,906.235,906.475,0.8,SPEAKER_02
like,906.515,906.676,0.862,SPEAKER_02
not,906.756,906.936,0.717,SPEAKER_02
indebted,907.016,907.497,0.848,SPEAKER_02
because,907.537,907.717,0.429,SPEAKER_02
that's,907.737,907.858,0.314,SPEAKER_02
like,907.878,907.998,0.884,SPEAKER_02
the,908.038,908.098,0.993,SPEAKER_02
wrong,908.138,908.359,0.806,SPEAKER_02
word,908.379,908.559,0.864,SPEAKER_02
but,908.599,908.719,0.933,SPEAKER_02
something,908.779,909.1,0.818,SPEAKER_02
like,909.16,909.32,0.836,SPEAKER_02
that,909.36,909.581,0.733,SPEAKER_02
to,909.621,910.262,0.96,SPEAKER_02
you,910.302,910.422,0.897,SPEAKER_02
and,910.503,910.563,0.466,SPEAKER_02
dad,910.583,910.903,0.925,SPEAKER_02
for,910.983,911.124,0.916,SPEAKER_02
just,911.164,911.344,0.982,SPEAKER_02
all,911.685,911.805,0.783,SPEAKER_02
you've,911.865,912.065,0.745,SPEAKER_02
done,912.126,912.346,0.793,SPEAKER_02
for,912.446,912.586,0.836,SPEAKER_02
me.,912.667,912.787,0.999,SPEAKER_02
So,913.047,913.167,0.997,SPEAKER_02
I,913.228,913.328,0.724,SPEAKER_02
always,913.488,913.749,0.57,SPEAKER_02
want,913.809,913.949,0.641,SPEAKER_02
to,913.969,914.009,0.68,SPEAKER_02
go,914.049,914.149,0.782,SPEAKER_02
above,914.209,914.41,0.93,SPEAKER_02
and,914.47,914.55,0.595,SPEAKER_02
beyond,914.61,914.891,0.914,SPEAKER_02
for,914.931,915.011,0.991,SPEAKER_02
you,915.031,915.131,0.828,SPEAKER_02
and,915.171,915.231,0.798,SPEAKER_02
dad.,915.251,915.412,0.561,SPEAKER_02
It,915.432,915.472,0.89,SPEAKER_02
has,915.512,915.612,0.759,SPEAKER_02
nothing,915.652,916.193,0.863,SPEAKER_02
to,916.233,916.293,0.746,SPEAKER_02
do,916.313,916.373,0.752,SPEAKER_02
with,916.413,916.494,1.0,SPEAKER_02
your,916.534,916.634,0.926,SPEAKER_02
age.,916.714,917.275,0.897,SPEAKER_02
Trust,917.626,918.006,0.782,SPEAKER_01
"me,",918.046,918.126,0.919,SPEAKER_02
I,918.187,918.227,0.37,SPEAKER_02
don't,918.247,918.367,0.747,SPEAKER_02
view,918.407,918.527,0.871,SPEAKER_02
you,918.547,918.647,0.752,SPEAKER_02
like,918.687,918.787,0.731,SPEAKER_02
that,918.827,918.927,0.844,SPEAKER_02
yet.,918.967,919.147,0.964,SPEAKER_02
Once,919.247,919.368,0.936,SPEAKER_02
you,919.388,919.488,0.447,SPEAKER_02
get,919.528,919.628,0.821,SPEAKER_02
"80,",919.648,919.708,0.637,SPEAKER_02
"90,",919.728,920.248,0.818,SPEAKER_02
and,920.328,920.389,0.731,SPEAKER_01
I,920.469,920.529,0.932,SPEAKER_01
start,920.549,920.709,0.507,SPEAKER_01
bathing,920.809,921.229,0.811,SPEAKER_02
"you,",921.269,921.449,0.968,SPEAKER_02
then,921.49,921.67,0.912,SPEAKER_02
you,921.71,922.17,0.936,SPEAKER_02
can,922.21,922.31,0.975,SPEAKER_02
be,922.35,922.41,0.932,SPEAKER_02
"like,",922.53,922.631,0.053,SPEAKER_02
oh,922.651,922.691,0.376,SPEAKER_02
my,922.711,922.771,0.629,SPEAKER_01
"God,",922.811,922.971,0.394,SPEAKER_01
she's,922.991,923.171,0.509,SPEAKER_02
bathing,923.211,923.571,0.862,SPEAKER_02
me.,923.651,923.712,0.469,SPEAKER_02
Like,923.732,923.872,0.89,SPEAKER_02
I,924.052,924.112,0.833,SPEAKER_02
can't,924.212,925.013,0.537,SPEAKER_02
bathe,925.033,925.133,0.005,SPEAKER_01
myself,925.153,925.273,0.006,SPEAKER_01
anymore.,925.293,925.453,0.018,SPEAKER_01
Is,925.473,925.533,0.58,SPEAKER_01
that,925.553,925.693,0.816,SPEAKER_01
ever,925.753,925.954,0.848,SPEAKER_01
really,925.994,926.214,0.872,SPEAKER_01
gonna,926.254,926.434,0.558,SPEAKER_01
happen?,926.474,926.934,0.937,SPEAKER_01
I,927.755,928.015,0.87,SPEAKER_01
don't,928.056,928.196,0.958,SPEAKER_01
think,928.236,928.396,0.913,SPEAKER_01
"so,",928.456,928.596,0.92,SPEAKER_01
but,928.636,928.716,0.963,SPEAKER_01
if,928.756,928.816,0.884,SPEAKER_01
it,928.876,928.916,0.581,SPEAKER_01
"does,",928.956,929.417,0.572,SPEAKER_01
I,929.437,929.497,0.99,SPEAKER_01
will,929.557,929.797,0.93,SPEAKER_01
bathe,929.897,930.157,0.316,SPEAKER_01
you.,930.177,930.278,0.543,SPEAKER_01
I,930.418,930.478,0.993,SPEAKER_01
know.,930.518,930.718,0.893,SPEAKER_01
You'll,930.758,931.539,0.852,SPEAKER_01
be,931.579,931.619,0.73,SPEAKER_01
the,931.659,931.739,0.81,SPEAKER_01
only,931.799,931.939,0.876,SPEAKER_01
one,932.019,932.079,0.947,SPEAKER_01
that,932.119,932.219,0.923,SPEAKER_01
will,932.319,932.48,0.936,SPEAKER_01
be,932.54,932.68,0.846,SPEAKER_01
allowed,933.12,933.44,0.312,SPEAKER_01
to,933.48,933.681,0.61,SPEAKER_01
do,933.741,934.001,0.49,SPEAKER_01
that.,934.021,935.642,0.503,SPEAKER_01
"Okay,",935.662,936.243,0.855,SPEAKER_01
here's,936.323,936.523,0.78,SPEAKER_01
my,936.623,936.783,0.934,SPEAKER_01
last.,936.844,937.364,0.894,SPEAKER_01
"Okay,",937.904,938.265,0.72,SPEAKER_01
in,938.325,938.385,0.913,SPEAKER_01
what,938.465,938.605,0.848,SPEAKER_01
ways,938.685,939.006,0.85,SPEAKER_01
do,939.086,939.186,0.992,SPEAKER_01
you,939.226,939.386,0.75,SPEAKER_01
"feel,",939.526,939.886,0.943,SPEAKER_01
"oh,",939.906,939.966,0.666,SPEAKER_01
I,940.907,940.967,0.913,SPEAKER_01
love,941.027,941.208,0.649,SPEAKER_01
this,941.248,941.368,0.852,SPEAKER_01
question.,941.408,941.728,0.839,SPEAKER_01
In,941.768,941.848,0.842,SPEAKER_01
what,941.908,942.028,0.957,SPEAKER_01
ways,942.068,942.309,0.759,SPEAKER_01
do,942.349,942.389,0.367,SPEAKER_01
you,942.449,942.569,0.871,SPEAKER_01
feel,942.629,942.829,0.972,SPEAKER_01
you,942.869,943.029,0.809,SPEAKER_01
are,943.109,943.189,0.899,SPEAKER_01
the,943.249,943.309,0.927,SPEAKER_01
continuation,943.369,944.29,0.879,SPEAKER_01
of,944.37,944.41,0.911,SPEAKER_01
me?,944.551,945.051,0.873,SPEAKER_01
"Oh,",945.318,945.558,0.938,SPEAKER_01
I,945.658,945.678,0.0,SPEAKER_01
love,945.698,945.959,0.905,SPEAKER_01
that.,945.999,946.7,0.886,SPEAKER_01
That's,946.74,948.121,0.18,SPEAKER_01
a,948.141,948.241,0.844,SPEAKER_02
great,948.341,948.662,0.795,SPEAKER_02
question.,948.742,949.382,0.647,SPEAKER_01
I,951.565,951.625,0.98,SPEAKER_02
hope,951.665,951.985,0.917,SPEAKER_02
to,952.045,952.105,0.905,SPEAKER_02
be,952.165,952.246,0.984,SPEAKER_02
the,952.286,952.366,0.828,SPEAKER_02
continuation,952.426,953.147,0.787,SPEAKER_02
of,953.207,953.247,1.0,SPEAKER_02
you.,953.307,953.487,0.801,SPEAKER_02
Like,953.547,954.468,0.96,SPEAKER_02
I,954.548,954.608,0.997,SPEAKER_02
feel,954.708,954.948,0.887,SPEAKER_02
honored,954.989,955.589,0.839,SPEAKER_02
and,955.809,955.889,0.95,SPEAKER_02
privileged,955.99,956.65,0.73,SPEAKER_02
to,957.131,957.211,0.904,SPEAKER_02
be,957.251,957.351,0.992,SPEAKER_02
the,957.391,957.491,0.772,SPEAKER_02
continuation,957.551,958.292,0.848,SPEAKER_02
of,958.352,958.392,1.0,SPEAKER_02
you.,958.452,958.612,0.922,SPEAKER_02
I,958.632,958.652,1.0,SPEAKER_02
feel,959.013,959.193,0.881,SPEAKER_02
like,959.233,959.453,0.697,SPEAKER_02
just,959.854,960.014,0.964,SPEAKER_02
the,960.054,960.154,0.828,SPEAKER_02
way,960.194,960.334,0.894,SPEAKER_02
I,960.414,960.495,0.887,SPEAKER_02
view,960.595,960.815,0.844,SPEAKER_02
"you,",960.875,960.995,0.85,SPEAKER_02
the,961.055,961.155,0.666,SPEAKER_02
way,961.195,961.295,0.998,SPEAKER_02
I,961.355,961.416,0.98,SPEAKER_02
see,961.536,961.756,0.795,SPEAKER_02
"you,",961.816,962.016,0.857,SPEAKER_02
your,962.056,962.276,0.768,SPEAKER_02
beauty,962.337,962.657,0.792,SPEAKER_02
and,962.717,962.797,0.842,SPEAKER_02
power,962.837,963.157,0.88,SPEAKER_02
in,963.217,963.258,0.978,SPEAKER_02
this,963.318,963.458,0.755,SPEAKER_02
"world,",963.518,963.818,0.717,SPEAKER_02
if,963.878,964.078,0.84,SPEAKER_02
we,964.138,964.259,0.98,SPEAKER_02
had,964.279,964.419,0.833,SPEAKER_02
more,964.459,964.659,0.579,SPEAKER_02
people,964.719,964.979,0.859,SPEAKER_02
like,965.039,965.2,0.808,SPEAKER_02
you,965.22,965.34,0.705,SPEAKER_02
in,965.38,965.42,0.972,SPEAKER_02
this,965.46,965.62,0.635,SPEAKER_02
"world,",965.66,965.86,0.829,SPEAKER_02
our,965.98,966.081,0.812,SPEAKER_02
world,966.121,966.301,0.758,SPEAKER_02
would,966.341,966.461,0.384,SPEAKER_02
be,966.481,966.521,0.951,SPEAKER_02
a,966.561,966.601,0.5,SPEAKER_02
better,966.621,966.821,0.994,SPEAKER_02
place.,966.861,967.222,0.87,SPEAKER_02
And,968.463,968.563,0.956,SPEAKER_01
I,968.603,968.643,0.606,SPEAKER_01
hope,968.784,969.004,0.956,SPEAKER_02
to,969.084,969.324,0.926,SPEAKER_02
carry,969.364,970.045,0.885,SPEAKER_02
on,970.205,970.305,0.812,SPEAKER_01
your,970.345,970.605,0.749,SPEAKER_02
optimism,970.626,971.647,0.887,SPEAKER_02
and,971.707,971.787,0.918,SPEAKER_02
your,971.827,971.967,0.953,SPEAKER_02
love,972.067,972.387,0.842,SPEAKER_02
and,972.447,972.528,0.833,SPEAKER_02
"your,",972.568,972.928,0.841,SPEAKER_02
vivacious,973.972,974.634,0.862,SPEAKER_02
"energy,",974.734,975.216,0.723,SPEAKER_02
your,975.236,975.737,0.67,SPEAKER_02
enthusiasm,976.339,977.242,0.878,SPEAKER_02
for,977.302,977.422,0.953,SPEAKER_02
life,977.523,977.843,0.712,SPEAKER_02
and,977.964,978.044,0.878,SPEAKER_02
living,978.124,978.365,0.954,SPEAKER_02
life,978.445,978.626,0.959,SPEAKER_02
to,978.666,978.746,0.992,SPEAKER_02
the,978.786,978.846,0.996,SPEAKER_02
fullest,978.927,979.388,0.933,SPEAKER_02
and,979.528,979.629,0.908,SPEAKER_02
being,979.689,979.97,0.788,SPEAKER_02
so,980.01,980.05,0.499,SPEAKER_02
open-minded,980.732,981.575,0.831,SPEAKER_02
to,981.695,981.936,0.994,SPEAKER_02
where,981.996,982.317,0.797,SPEAKER_02
life,982.377,982.537,0.746,SPEAKER_02
can,982.578,982.718,0.983,SPEAKER_02
take,982.738,982.939,0.67,SPEAKER_02
you,982.979,983.099,0.779,SPEAKER_02
and,983.139,983.219,0.893,SPEAKER_02
trying,983.26,983.581,0.785,SPEAKER_02
new,983.641,983.781,0.918,SPEAKER_02
things,983.821,984.182,0.778,SPEAKER_02
and,984.242,984.343,0.873,SPEAKER_02
being,984.383,984.583,0.81,SPEAKER_02
an,984.644,984.684,0.956,SPEAKER_02
adventurer.,984.764,985.787,0.887,SPEAKER_02
And,986.881,987.362,0.78,SPEAKER_02
I,987.382,987.402,1.0,SPEAKER_02
feel,987.682,987.842,0.771,SPEAKER_02
so,987.902,988.063,0.851,SPEAKER_02
proud,988.123,988.303,0.985,SPEAKER_02
to,988.343,988.403,0.893,SPEAKER_02
be,988.443,988.503,0.803,SPEAKER_02
your,988.543,988.643,0.91,SPEAKER_02
daughter.,988.683,989.004,0.912,SPEAKER_02
I,989.024,989.044,0.999,SPEAKER_02
feel,989.585,989.765,0.791,SPEAKER_02
so,990.005,990.306,0.966,SPEAKER_02
lucky,990.346,990.826,0.773,SPEAKER_02
that,990.866,990.966,0.996,SPEAKER_02
you're,990.986,991.187,0.733,SPEAKER_02
my,991.247,991.367,0.944,SPEAKER_02
mom.,991.407,991.767,0.926,SPEAKER_02
I,991.787,992.488,0.965,SPEAKER_02
feel,992.548,992.729,0.833,SPEAKER_02
like,992.769,992.989,0.608,SPEAKER_02
it's,993.43,993.55,0.865,SPEAKER_02
not,993.59,993.73,0.903,SPEAKER_02
fair.,993.79,994.091,0.859,SPEAKER_02
"Like,",994.131,994.731,0.181,SPEAKER_02
I,994.751,994.811,0.999,SPEAKER_02
feel,994.852,995.052,0.763,SPEAKER_02
"like,",995.092,995.292,0.849,SPEAKER_02
why,995.833,995.973,0.851,SPEAKER_02
can't,996.013,996.193,0.776,SPEAKER_02
everyone,996.253,996.574,0.839,SPEAKER_02
have,996.614,996.834,0.649,SPEAKER_02
a,996.854,996.874,0.998,SPEAKER_02
gay,997.735,997.896,0.721,SPEAKER_02
carbonary?,997.936,998.456,0.901,SPEAKER_02
"Like,",998.817,998.917,0.237,SPEAKER_01
it's,998.937,999.057,0.65,SPEAKER_02
not,999.097,999.237,0.696,SPEAKER_02
fair.,999.277,999.538,0.864,SPEAKER_02
I,999.558,999.578,0.999,SPEAKER_02
feel,1000.118,1000.279,0.912,SPEAKER_02
that,1000.299,1000.459,0.8,SPEAKER_02
"too,",1000.519,1000.779,0.986,SPEAKER_02
for,1001.24,1001.36,0.411,SPEAKER_02
you.,1001.42,1001.6,0.833,SPEAKER_02
And,1001.961,1002.061,0.961,SPEAKER_02
I,1002.101,1002.181,0.974,SPEAKER_02
"just,",1002.241,1002.802,0.93,SPEAKER_02
"yeah,",1002.822,1002.962,0.628,SPEAKER_02
I,1004.144,1004.204,0.994,SPEAKER_02
feel,1004.264,1004.424,0.757,SPEAKER_02
honored,1004.464,1004.825,0.798,SPEAKER_02
to,1004.885,1005.125,0.561,SPEAKER_02
carry,1005.185,1005.966,0.882,SPEAKER_02
on,1006.066,1006.146,0.979,SPEAKER_02
your,1006.186,1006.327,0.58,SPEAKER_02
legacy.,1006.367,1006.827,0.91,SPEAKER_02
I,1006.867,1007.829,0.953,SPEAKER_02
really,1007.889,1008.109,0.876,SPEAKER_02
do.,1008.169,1008.369,0.996,SPEAKER_02
And,1008.409,1008.83,0.911,SPEAKER_02
I'm,1008.87,1008.97,0.915,SPEAKER_02
gonna,1008.99,1009.15,0.207,SPEAKER_02
make,1009.17,1009.291,0.596,SPEAKER_02
you,1009.331,1009.431,0.932,SPEAKER_02
proud,1009.471,1009.711,0.929,SPEAKER_02
always.,1009.751,1010.112,0.873,SPEAKER_02
That's,1010.412,1010.953,0.42,SPEAKER_02
awesome.,1010.973,1011.133,0.125,SPEAKER_02
Love,1011.788,1012.068,0.88,SPEAKER_02
that.,1012.108,1012.309,0.853,SPEAKER_02
I,1012.849,1012.929,0.925,SPEAKER_02
love,1012.969,1013.149,0.852,SPEAKER_02
you.,1013.189,1013.35,0.777,SPEAKER_02
Love,1013.41,1013.65,0.907,SPEAKER_02
you,1013.69,1013.93,0.784,SPEAKER_02
so,1013.99,1014.171,0.914,SPEAKER_02
much.,1014.231,1014.491,0.84,SPEAKER_02
You're,1014.951,1015.071,0.006,SPEAKER_02
my,1015.091,1015.152,0.934,SPEAKER_02
favorite,1015.212,1015.492,0.825,SPEAKER_02
person,1015.512,1015.792,0.913,SPEAKER_02
in,1015.832,1015.892,0.662,SPEAKER_02
the,1015.912,1015.972,0.898,SPEAKER_02
world.,1016.012,1016.213,0.861,SPEAKER_02
Don't,1016.253,1016.413,0.698,SPEAKER_02
tell,1016.433,1016.673,0.566,SPEAKER_02
her,1016.773,1016.873,0.483,SPEAKER_02
dad.,1016.893,1017.114,0.975,SPEAKER_02
I,1017.414,1017.474,0.894,SPEAKER_01
know.,1017.514,1019.676,0.775,SPEAKER_01
